Time [s],PL [hPa],TL [C],PC [hPa],TC [C],PR [hPa],TR [C],EX [deg],EY [deg],EZ [deg],QW [-],QX [-],QY [-],QZ [-],MX [microT],MY [microT],MZ [microT],AXEarth [m/s2],AYEarth [m/s2],AZEarth [m/s2],RX [rad/s],RY [rad/s],RZ [rad/s],CSM,CSA,CSR,CSTOT
151.72,1000.5,7.36,994.32,8.15,1000.4,7.98,170.88,-17.125,169.38,-0.076965,0.98163,0.07782,-0.15613,18.562,-4.0625,53.875,-2.69,-1.72,-9.14,-0.0011111,0.0044444,0.0022222,0,0,0,0
151.73,1000.6,7.36,994.32,8.16,1000.5,7.98,170.88,-17.125,169.38,-0.076965,0.98163,0.07782,-0.15613,18.562,-4.0625,53.875,-2.72,-1.71,-9.18,0,1.3375e-38,0,0,0,0,0
151.75,1000.6,7.36,993.42,8.16,1000.4,7.97,170.88,-17.125,169.38,-0.076965,0.98163,0.07782,-0.15613,18.562,-4.0625,53.875,-2.7,-1.7,-9.18,0,-0.0011111,-0.0011111,0,0,0,0
151.76,1000.6,7.36,993.92,8.16,1000.5,7.97,170.88,-17.125,169.38,-0.076965,0.98163,0.07782,-0.15613,18.562,-4.0625,53.875,-2.7,-1.71,-9.19,0,-0.0044444,-0.0022222,0,0,0,0
151.76,1000.5,7.36,993.72,8.16,1000.5,7.97,170.88,-17.125,169.38,-0.076965,0.98163,0.07782,-0.15613,18.562,-4.0625,53.875,-2.71,-1.69,-9.19,-0.0022222,0.0011111,0.0011111,0,0,0,0
151.78,1000.5,7.36,993.62,8.16,1000.5,7.97,170.88,-17.125,169.38,-0.076965,0.98163,0.07782,-0.15613,19.688,-5.5625,54.562,-2.69,-1.71,-9.19,-0.0011111,-0.0033333,-0.0022222,0,0,0,0
151.79,1000.6,7.36,993.42,8.16,1000.5,7.97,170.88,-17.125,169.38,-0.076965,0.98163,0.07782,-0.15613,19.688,-5.5625,54.562,-2.7,-1.72,-9.18,-0.0044444,-0.0044444,-0.0022222,0,0,0,0
151.8,1000.6,7.36,993.92,8.16,1000.5,7.97,170.88,-17.125,169.38,-0.076965,0.98163,0.07782,-0.15613,19.688,-5.5625,54.562,-2.7,-1.69,-9.19,0,1.3375e-38,0,0,0,0,0
151.81,1000.6,7.36,993.92,8.16,1000.4,7.97,170.88,-17.125,169.38,-0.076965,0.98163,0.07782,-0.15613,19.688,-5.5625,54.562,-2.71,-1.71,-9.19,-0.0022222,0,0,0,0,0,0
151.82,1000.6,7.36,993.82,8.16,1000.4,7.97,170.88,-17.125,169.38,-0.076965,0.98163,0.07782,-0.15613,19.688,-5.5625,54.562,-2.7,-1.69,-9.18,0.0011111,-0.0044444,-0.0022222,0,0,0,0
151.83,1000.5,7.36,993.52,8.16,1000.5,7.97,170.88,-17.125,169.38,-0.076965,0.98163,0.07782,-0.15613,18.25,-6,55,-2.69,-1.7,-9.17,0.0011111,0.0019531,0.0022222,0,0,0,0
151.84,1000.5,7.36,994.02,8.16,1000.5,7.97,170.88,-17.125,169.38,-0.076965,0.98163,0.07782,-0.15613,18.25,-6,55,-2.71,-1.71,-9.2,-0.0011111,0.00055556,0.0011111,0,0,0,0
151.85,1000.5,7.36,993.82,8.16,1000.4,7.97,170.88,-17.125,169.38,-0.076965,0.98163,0.07782,-0.15613,18.25,-6,55,-2.7,-1.69,-9.19,0,1.3375e-38,0,0,0,0,0
151.86,1000.5,7.36,993.82,8.16,1000.4,7.97,170.88,-17.125,169.38,-0.076965,0.98163,0.07782,-0.15613,18.25,-6,55,-2.69,-1.71,-9.19,0,-0.0055556,-0.0022222,0,0,0,0
151.87,1000.6,7.36,993.92,8.16,1000.4,7.97,170.88,-17.125,169.38,-0.076965,0.98163,0.07782,-0.15613,18.25,-6,55,-2.7,-1.7,-9.16,0,0.0019531,0.0022222,0,0,0,0
151.88,1000.5,7.36,993.62,8.16,1000.4,7.97,170.88,-17.125,169.38,-0.076965,0.98163,0.07782,-0.15613,19.25,-5.1875,55,-2.72,-1.7,-9.16,-0.0011111,0.0022222,0.0022222,0,0,0,0
151.89,1000.5,7.36,994.12,8.16,1000.4,7.97,170.88,-17.125,169.38,-0.076965,0.98163,0.07782,-0.15613,19.25,-5.1875,55,-2.71,-1.72,-9.18,0,-0.00055556,-0.0011111,0,0,0,0
151.9,1000.5,7.36,994.12,8.16,1000.4,7.97,170.88,-17.125,169.38,-0.076965,0.98163,0.07782,-0.15613,19.25,-5.1875,55,-2.72,-1.71,-9.18,0.0022222,0.00048828,0.0011111,0,0,0,0
151.91,1000.5,7.36,994.72,8.16,1000.4,7.97,170.88,-17.125,169.38,-0.076965,0.98163,0.07782,-0.15613,19.25,-5.1875,55,-2.71,-1.7,-9.2,0,0,0,0,0,0,0
151.92,1000.6,7.36,994.02,8.16,1000.4,7.97,170.88,-17.125,169.38,-0.076965,0.98163,0.07782,-0.15613,19.25,-5.1875,55,-2.71,-1.69,-9.21,0.0011111,-0.0022222,-0.0033333,0,0,0,0
151.93,1000.6,7.36,993.62,8.16,1000.4,7.97,170.88,-17.125,169.38,-0.076965,0.98163,0.07782,-0.15613,19.688,-3.375,54.688,-2.69,-1.69,-9.18,0,0,0,0,0,0,0
151.94,1000.6,7.36,994.02,8.16,1000.4,7.97,170.88,-17.125,169.38,-0.076965,0.98163,0.07782,-0.15613,19.688,-3.375,54.688,-2.7,-1.72,-9.18,-0.0033333,1.6196e-39,0,0,0,0,0
151.95,1000.5,7.36,993.82,8.16,1000.4,7.97,170.88,-17.125,169.38,-0.076965,0.98163,0.07782,-0.15613,19.688,-3.375,54.688,-2.72,-1.71,-9.19,-0.0011111,0,0,0,0,0,0
151.96,1000.5,7.36,994.02,8.16,1000.4,7.97,170.88,-17.125,169.38,-0.076965,0.98163,0.07782,-0.15613,19.688,-3.375,54.688,-2.69,-1.72,-9.18,-0.0011111,8.3068e-39,0,0,0,0,0
151.97,1000.5,7.36,994.12,8.16,1000.4,7.97,170.88,-17.125,169.38,-0.076965,0.98163,0.07782,-0.15613,19.688,-3.375,54.688,-2.71,-1.71,-9.18,-0.0011111,-0.0033333,-0.0022222,0,0,0,0
151.98,1000.5,7.36,993.92,8.16,1000.4,7.97,170.88,-17.125,169.38,-0.076965,0.98163,0.07782,-0.15613,19.25,-6,55,-2.71,-1.7,-9.19,-0.0011111,0.0033333,0.0033333,0,0,0,0
151.99,1000.5,7.36,994.02,8.16,1000.4,7.97,170.88,-17.125,169.38,-0.076965,0.98163,0.07782,-0.15613,19.25,-6,55,-2.69,-1.69,-9.19,0,-0.0011111,-0.0011111,0,0,0,0
152,1000.6,7.36,993.72,8.16,1000.5,7.97,170.88,-17.125,169.38,-0.076965,0.98163,0.07782,-0.15613,19.25,-6,55,-2.7,-1.71,-9.21,-0.0022222,0.0019531,0.0022222,0,0,0,0
152.01,1000.5,7.36,993.42,8.16,1000.4,7.97,170.88,-17.125,169.38,-0.076965,0.98163,0.07782,-0.15613,19.25,-6,55,-2.71,-1.71,-9.17,0.0011111,-0.0022222,-0.0033333,0,0,0,0
152.02,1000.5,7.36,993.62,8.16,1000.4,7.97,170.88,-17.125,169.38,-0.076965,0.98163,0.07782,-0.15613,19,-6,54.562,-2.69,-1.71,-9.19,0,0,0,0,0,0,0
152.03,1000.5,7.36,994.52,8.16,1000.4,7.97,170.88,-17.125,169.38,-0.076965,0.98163,0.07782,-0.15613,19,-6,54.562,-2.71,-1.73,-9.17,-0.0011111,0.0019531,0.0022222,0,0,0,0
152.04,1000.5,7.36,993.72,8.16,1000.4,7.97,170.88,-17.125,169.38,-0.076965,0.98163,0.07782,-0.15613,19,-6,54.562,-2.67,-1.71,-9.18,0,1.6196e-39,0,0,0,0,0
152.06,1000.5,7.36,993.82,8.16,1000.4,7.97,170.88,-17.125,169.38,-0.076965,0.98163,0.07782,-0.15613,19,-6,54.562,-2.7,-1.7,-9.17,0,1.3375e-38,0,0,0,0,0
152.06,1000.5,7.36,994.12,8.16,1000.4,7.97,170.88,-17.125,169.38,-0.076965,0.98163,0.07782,-0.15613,19,-6,54.562,-2.69,-1.7,-9.15,-0.0022222,0.00048828,0.0011111,0,0,0,0
152.08,1000.5,7.36,994.02,8.16,1000.4,7.97,170.88,-17.125,169.38,-0.076965,0.98163,0.07782,-0.15613,18.25,-4.0625,55.062,-2.68,-1.7,-9.18,-0.0011111,0.00048828,0.0011111,0,0,0,0
152.08,1000.5,7.36,994.02,8.16,1000.4,7.97,170.88,-17.125,169.38,-0.076965,0.98163,0.07782,-0.15613,18.25,-4.0625,55.062,-2.69,-1.69,-9.16,-0.0022222,-0.0011111,-0.0011111,0,0,0,0
152.1,1000.5,7.36,994.32,8.16,1000.4,7.97,170.88,-17.125,169.38,-0.076965,0.98163,0.07782,-0.15613,18.25,-4.0625,55.062,-2.7,-1.71,-9.17,0,-0.00083333,-0.0011111,0,0,0,0
152.11,1000.5,7.36,993.92,8.16,1000.4,7.97,170.88,-17.125,169.38,-0.076965,0.98163,0.07782,-0.15613,18.25,-4.0625,55.062,-2.71,-1.71,-9.18,-0.0011111,1.3375e-38,0,0,0,0,0
152.12,1000.5,7.36,993.62,8.16,1000.4,7.97,170.88,-17.125,169.38,-0.076965,0.98163,0.07782,-0.15613,18.25,-4.0625,55.062,-2.69,-1.7,-9.17,-0.0011111,0.0011111,0.0011111,0,0,0,0
152.13,1000.5,7.36,993.82,8.16,1000.3,7.97,170.88,-17.125,169.38,-0.076965,0.98163,0.07782,-0.15613,19,-6,54.25,-2.71,-1.7,-9.15,0.0011111,-0.00055556,-0.0011111,0,0,0,0
152.14,1000.5,7.36,993.72,8.16,1000.4,7.97,170.88,-17.125,169.38,-0.076965,0.98163,0.07782,-0.15613,19,-6,54.25,-2.69,-1.69,-9.17,0,0.00055556,0.0011111,0,0,0,0
152.15,1000.5,7.36,993.92,8.16,1000.4,7.97,170.88,-17.125,169.38,-0.076965,0.98163,0.07782,-0.15613,19,-6,54.25,-2.71,-1.7,-9.21,0,1.6196e-39,0,0,0,0,0
152.16,1000.5,7.36,994.42,8.16,1000.4,7.97,170.88,-17.125,169.38,-0.076965,0.98163,0.07782,-0.15613,19,-6,54.25,-2.7,-1.72,-9.2,-0.0011111,-0.0011111,-0.0011111,0,0,0,0
152.17,1000.5,7.36,993.72,8.16,1000.4,7.97,170.88,-17.125,169.38,-0.076965,0.98163,0.07782,-0.15613,19,-6,54.25,-2.69,-1.69,-9.21,0,-0.0011111,-0.0011111,0,0,0,0
152.18,1000.5,7.36,993.52,8.16,1000.4,7.97,170.88,-17.125,169.38,-0.076965,0.98163,0.07782,-0.15613,20.062,-4.0625,54.25,-2.7,-1.71,-9.2,-0.0022222,1.6196e-39,0,0,0,0,0
152.19,1000.5,7.36,993.82,8.16,1000.4,7.97,170.88,-17.125,169.38,-0.076965,0.98163,0.07782,-0.15613,20.062,-4.0625,54.25,-2.7,-1.69,-9.18,-0.0011111,0.00055556,0.0011111,0,0,0,0
152.2,1000.5,7.36,993.72,8.16,1000.4,7.97,170.88,-17.125,169.38,-0.076965,0.98163,0.07782,-0.15613,20.062,-4.0625,54.25,-2.72,-1.7,-9.19,-0.0033333,8.3068e-39,0,0,0,0,0
152.21,1000.5,7.36,993.72,8.16,1000.4,7.97,170.88,-17.125,169.38,-0.076965,0.98163,0.07782,-0.15613,20.062,-4.0625,54.25,-2.69,-1.7,-9.19,-0.0011111,0.0022222,0.0022222,0,0,0,0
152.22,1000.5,7.36,993.62,8.16,1000.4,7.97,170.88,-17.125,169.38,-0.076965,0.98163,0.07782,-0.15613,20.062,-4.0625,54.25,-2.68,-1.7,-9.17,0,-0.0011111,-0.0011111,0,0,0,0
152.23,1000.5,7.36,994.02,8.16,1000.4,7.97,170.88,-17.125,169.38,-0.076965,0.98163,0.07782,-0.15613,19.688,-5.5625,55,-2.69,-1.7,-9.16,-0.0033333,1.6196e-39,0,0,0,0,0
152.25,1000.5,7.36,994.12,8.16,1000.4,7.97,170.88,-17.125,169.38,-0.076965,0.98163,0.07782,-0.15613,19.688,-5.5625,55,-2.7,-1.73,-9.21,-0.0022222,1.6196e-39,0,0,0,0,0
152.26,1000.5,7.36,994.22,8.16,1000.5,7.97,170.88,-17.125,169.38,-0.076965,0.98163,0.07782,-0.15613,19.688,-5.5625,55,-2.69,-1.73,-9.19,0,0.0044444,0.0022222,0,0,0,0
152.27,1000.5,7.36,994.02,8.16,1000.4,7.97,170.88,-17.125,169.38,-0.076965,0.98163,0.07782,-0.15613,19.688,-5.5625,55,-2.71,-1.71,-9.16,-0.0011111,0,0,0,0,0,0
152.28,1000.5,7.36,994.12,8.16,1000.4,7.97,170.88,-17.125,169.38,-0.076965,0.98163,0.07782,-0.15613,19,-6.6875,54.688,-2.7,-1.71,-9.17,0.0011111,-0.0019531,-0.0022222,0,0,0,0
152.29,1000.5,7.36,993.72,8.16,1000.4,7.97,170.88,-17.125,169.38,-0.076965,0.98163,0.07782,-0.15613,19,-6.6875,54.688,-2.69,-1.71,-9.19,0.0044444,-0.0044444,-0.0033333,0,0,0,0
152.3,1000.5,7.36,993.62,8.16,1000.4,7.97,170.88,-17.125,169.38,-0.076965,0.98163,0.07782,-0.15613,19,-6.6875,54.688,-2.67,-1.71,-9.19,0.0011111,1.6196e-39,0,0,0,0,0
152.31,1000.6,7.36,993.62,8.16,1000.4,7.97,170.88,-17.125,169.38,-0.076965,0.98163,0.07782,-0.15613,19,-6.6875,54.688,-2.7,-1.68,-9.18,0.0022222,0,0,0,0,0,0
152.32,1000.6,7.36,993.82,8.16,1000.4,7.97,170.88,-17.125,169.38,-0.076965,0.98163,0.07782,-0.15613,19,-6.6875,54.688,-2.68,-1.72,-9.18,0.0033333,0.00055556,0.0011111,0,0,0,0
152.33,1000.5,7.36,994.02,8.16,1000.4,7.97,170.88,-17.125,169.38,-0.076965,0.98163,0.07782,-0.15613,18.562,-5.1875,54.25,-2.71,-1.69,-9.17,0.0011111,1.6196e-39,0,0,0,0,0
152.34,1000.6,7.36,994.02,8.16,1000.5,7.97,170.88,-17.125,169.38,-0.076965,0.98163,0.07782,-0.15613,18.562,-5.1875,54.25,-2.69,-1.71,-9.18,0.0022222,1.6196e-39,0,0,0,0,0
152.35,1000.5,7.36,994.12,8.16,1000.4,7.97,170.88,-17.125,169.38,-0.076965,0.98163,0.07782,-0.15613,18.562,-5.1875,54.25,-2.71,-1.7,-9.21,0,-0.00048828,-0.0011111,0,0,0,0
152.36,1000.6,7.36,994.02,8.16,1000.4,7.97,170.88,-17.125,169.38,-0.076965,0.98163,0.07782,-0.15613,18.562,-5.1875,54.25,-2.68,-1.71,-9.16,0.0033333,-0.0044444,-0.0022222,0,0,0,0
152.37,1000.6,7.36,993.62,8.16,1000.4,7.97,170.88,-17.125,169.38,-0.076965,0.98163,0.07782,-0.15613,18.562,-5.1875,54.25,-2.7,-1.7,-9.19,0.0022222,0.00048828,0.0011111,0,0,0,0
152.38,1000.6,7.36,993.82,8.16,1000.4,7.97,170.88,-17.125,169.38,-0.076965,0.98163,0.07782,-0.15613,19.25,-5.5625,54.25,-2.7,-1.73,-9.18,-0.0022222,1.6196e-39,0,0,0,0,0
152.39,1000.6,7.36,993.72,8.16,1000.4,7.97,170.88,-17.125,169.38,-0.076965,0.98163,0.07782,-0.15613,19.25,-5.5625,54.25,-2.71,-1.73,-9.17,0,-0.0011111,-0.0011111,0,0,0,0
152.4,1000.6,7.36,993.72,8.16,1000.4,7.97,170.88,-17.125,169.38,-0.076965,0.98163,0.07782,-0.15613,19.25,-5.5625,54.25,-2.69,-1.7,-9.18,0,0.0044444,0.0033333,0,0,0,0
152.41,1000.5,7.36,994.02,8.16,1000.5,7.97,170.88,-17.125,169.38,-0.076965,0.98163,0.07782,-0.15613,19.25,-5.5625,54.25,-2.7,-1.71,-9.19,0.0033333,-0.0019531,-0.0022222,0,0,0,0
152.42,1000.6,7.36,993.72,8.16,1000.4,7.97,170.88,-17.125,169.38,-0.076965,0.98163,0.07782,-0.15613,19.25,-5.5625,54.25,-2.68,-1.71,-9.18,0,8.3068e-39,0,0,0,0,0
152.43,1000.6,7.36,994.42,8.16,1000.5,7.97,170.88,-17.125,169.38,-0.076965,0.98163,0.07782,-0.15613,20.062,-6,55,-2.69,-1.7,-9.15,0,8.3068e-39,0,0,0,0,0
152.44,1000.6,7.36,994.22,8.16,1000.4,7.97,170.88,-17.125,169.38,-0.076965,0.98163,0.07782,-0.15613,20.062,-6,55,-2.71,-1.71,-9.17,0.0011111,8.3068e-39,0,0,0,0,0
152.45,1000.6,7.36,994.02,8.16,1000.4,7.97,170.88,-17.125,169.38,-0.076965,0.98163,0.07782,-0.15613,20.062,-6,55,-2.7,-1.71,-9.21,0.0022222,-0.00055556,-0.0011111,0,0,0,0
152.46,1000.6,7.36,993.32,8.16,1000.4,7.97,170.88,-17.125,169.38,-0.076965,0.98163,0.07782,-0.15613,20.062,-6,55,-2.71,-1.71,-9.2,0,1.6196e-39,0,0,0,0,0
152.47,1000.6,7.36,993.62,8.16,1000.5,7.97,170.88,-17.125,169.38,-0.076965,0.98163,0.07782,-0.15613,20.062,-6,55,-2.68,-1.71,-9.22,0,-0.00048828,-0.0011111,0,0,0,0
152.48,1000.6,7.36,994.32,8.16,1000.5,7.97,170.88,-17.125,169.38,-0.076965,0.98163,0.07782,-0.15613,18.25,-4.875,54.688,-2.69,-1.72,-9.18,0.0033333,0,0,0,0,0,0
152.49,1000.6,7.36,994.62,8.16,1000.4,7.97,170.88,-17.125,169.38,-0.076965,0.98163,0.07782,-0.15613,18.25,-4.875,54.688,-2.69,-1.71,-9.18,0,0.0011111,0.0011111,0,0,0,0
152.5,1000.7,7.36,994.22,8.16,1000.4,7.97,170.88,-17.125,169.38,-0.076965,0.98163,0.07782,-0.15613,18.25,-4.875,54.688,-2.69,-1.7,-9.2,0,1.3375e-38,0,0,0,0,0
152.51,1000.6,7.36,993.92,8.16,1000.4,7.97,170.88,-17.125,169.38,-0.076965,0.98163,0.07782,-0.15613,18.25,-4.875,54.688,-2.68,-1.7,-9.18,-0.0011111,0.0011111,0.0011111,0,0,0,0
152.52,1000.6,7.36,993.82,8.16,1000.4,7.97,170.88,-17.125,169.38,-0.076965,0.98163,0.07782,-0.15613,18.25,-4.875,54.688,-2.69,-1.72,-9.16,-0.0011111,-0.0011111,-0.0011111,0,0,0,0
152.53,1000.6,7.36,993.82,8.16,1000.5,7.97,170.88,-17.125,169.38,-0.076965,0.98163,0.07782,-0.15613,19.25,-5.1875,54.688,-2.7,-1.69,-9.19,0.0011111,-0.00048828,-0.0011111,0,0,0,0
152.54,1000.6,7.36,994.02,8.16,1000.4,7.97,170.88,-17.125,169.38,-0.076965,0.98163,0.07782,-0.15613,19.25,-5.1875,54.688,-2.7,-1.72,-9.18,0,-0.0011111,-0.0011111,0,0,0,0
152.55,1000.6,7.36,993.82,8.16,1000.4,7.97,170.88,-17.125,169.38,-0.076965,0.98163,0.07782,-0.15613,19.25,-5.1875,54.688,-2.69,-1.7,-9.21,-0.0011111,-0.0022222,-0.0022222,0,0,0,0
152.56,1000.6,7.36,993.72,8.16,1000.4,7.97,170.88,-17.125,169.38,-0.076965,0.98163,0.07782,-0.15613,19.25,-5.1875,54.688,-2.7,-1.7,-9.21,0,1.3375e-38,0,0,0,0,0
152.57,1000.6,7.36,994.02,8.16,1000.4,7.97,170.88,-17.125,169.38,-0.076965,0.98163,0.07782,-0.15613,19.25,-5.1875,54.688,-2.7,-1.7,-9.18,0.0011111,0.0044444,0.0022222,0,0,0,0
152.58,1000.6,7.36,994.12,8.16,1000.4,7.97,170.88,-17.125,169.38,-0.076965,0.98163,0.07782,-0.15613,19.25,-5.1875,54.562,-2.69,-1.7,-9.18,0.0011111,1.3375e-38,0,0,0,0,0
152.59,1000.6,7.36,994.32,8.16,1000.4,7.97,170.88,-17.125,169.38,-0.076965,0.98163,0.07782,-0.15613,19.25,-5.1875,54.562,-2.71,-1.7,-9.2,0,0.0033333,0.0033333,0,0,0,0
152.61,1000.6,7.36,993.52,8.16,1000.5,7.97,170.88,-17.125,169.38,-0.076965,0.98163,0.07782,-0.15613,19.25,-5.1875,54.562,-2.68,-1.7,-9.22,0,1.6196e-39,0,0,0,0,0
152.62,1000.6,7.36,994.32,8.16,1000.5,7.97,170.88,-17.125,169.38,-0.076965,0.98163,0.07782,-0.15613,19.25,-5.1875,54.562,-2.69,-1.72,-9.19,0,-0.0011111,-0.0011111,0,0,0,0
152.62,1000.6,7.36,994.32,8.16,1000.4,7.97,170.88,-17.125,169.38,-0.076965,0.98163,0.07782,-0.15613,19.25,-5.1875,54.562,-2.69,-1.71,-9.2,0,-0.00048828,-0.0011111,0,0,0,0
152.64,1000.6,7.36,993.82,8.16,1000.4,7.97,170.88,-17.125,169.38,-0.076965,0.98163,0.07782,-0.15613,19,-5.1875,55.375,-2.7,-1.71,-9.15,0,1.3375e-38,0,0,0,0,0
152.65,1000.6,7.36,993.32,8.16,1000.5,7.97,170.88,-17.125,169.38,-0.076965,0.98163,0.07782,-0.15613,19,-5.1875,55.375,-2.69,-1.71,-9.2,0.0011111,-0.00048828,-0.0011111,0,0,0,0
152.66,1000.6,7.36,994.62,8.16,1000.4,7.97,170.88,-17.125,169.38,-0.076965,0.98163,0.07782,-0.15613,19,-5.1875,55.375,-2.69,-1.71,-9.18,0,-0.00055556,-0.0011111,0,0,0,0
152.67,1000.6,7.36,993.92,8.16,1000.4,7.97,170.88,-17.125,169.38,-0.076965,0.98163,0.07782,-0.15613,19,-5.1875,55.375,-2.68,-1.7,-9.18,0,1.3375e-38,0,0,0,0,0
152.68,1000.6,7.36,994.12,8.16,1000.5,7.97,170.88,-17.125,169.38,-0.076965,0.98163,0.07782,-0.15613,18.25,-5.1875,54.688,-2.7,-1.72,-9.17,-0.0011111,1.6196e-39,0,0,0,0,0
152.69,1000.6,7.36,994.22,8.16,1000.4,7.97,170.88,-17.125,169.38,-0.076965,0.98163,0.07782,-0.15613,18.25,-5.1875,54.688,-2.67,-1.69,-9.18,0.0033333,0.00083333,0.0011111,0,0,0,0
152.7,1000.6,7.36,993.82,8.16,1000.3,7.97,170.88,-17.125,169.38,-0.076965,0.98163,0.07782,-0.15613,18.25,-5.1875,54.688,-2.7,-1.73,-9.17,0.0022222,0.0011111,0.0011111,0,0,0,0
152.71,1000.7,7.41,993.72,8.16,1000.4,7.97,170.88,-17.125,169.38,-0.076965,0.98163,0.07782,-0.15613,18.25,-5.1875,54.688,-2.7,-1.72,-9.18,0.0022222,-0.0011111,-0.0011111,0,0,0,0
152.72,1000.9,7.41,993.62,8.19,1000.4,7.97,170.88,-17.125,169.38,-0.076965,0.98163,0.07782,-0.15613,18.25,-5.1875,54.688,-2.69,-1.72,-9.16,0,0.0011111,0.0011111,0,0,0,0
152.73,1000.8,7.41,993.52,8.19,1000.4,7.98,170.88,-17.125,169.38,-0.076965,0.98163,0.07782,-0.15613,18.25,-5.5625,54.688,-2.7,-1.7,-9.18,0,0.00048828,0.0011111,0,0,0,0
152.74,1000.8,7.41,993.82,8.19,1000.6,7.98,170.88,-17.125,169.38,-0.076965,0.98163,0.07782,-0.15613,18.25,-5.5625,54.688,-2.7,-1.71,-9.19,0,-0.00048828,-0.0011111,0,0,0,0
152.75,1000.8,7.41,993.92,8.19,1000.5,7.98,170.88,-17.125,169.38,-0.076965,0.98163,0.07782,-0.15613,18.25,-5.5625,54.688,-2.68,-1.7,-9.19,-0.0011111,1.3375e-38,0,0,0,0,0
152.76,1000.8,7.41,994.42,8.19,1000.5,7.98,170.88,-17.125,169.38,-0.076965,0.98163,0.07782,-0.15613,18.25,-5.5625,54.688,-2.72,-1.7,-9.2,0.0022222,-0.0011111,-0.0011111,0,0,0,0
152.77,1000.8,7.41,993.82,8.19,1000.5,7.98,170.88,-17.125,169.38,-0.076965,0.98163,0.07782,-0.15613,18.25,-5.5625,54.688,-2.71,-1.72,-9.18,0.0022222,0.00055556,0.0011111,0,0,0,0
152.78,1000.8,7.41,993.42,8.19,1000.5,7.98,170.88,-17.125,169.38,-0.076965,0.98163,0.07782,-0.15613,20.75,-5.5625,54.688,-2.71,-1.73,-9.19,-0.0022222,-0.0011111,-0.0011111,0,0,0,0
152.79,1000.8,7.41,993.82,8.19,1000.5,7.98,170.88,-17.125,169.38,-0.076965,0.98163,0.07782,-0.15613,20.75,-5.5625,54.688,-2.69,-1.7,-9.19,0.0011111,1.3375e-38,0,0,0,0,0
152.8,1000.8,7.41,993.72,8.19,1000.5,7.98,170.88,-17.125,169.38,-0.076965,0.98163,0.07782,-0.15613,20.75,-5.5625,54.688,-2.69,-1.69,-9.17,0,8.3068e-39,0,0,0,0,0
152.81,1000.7,7.41,993.52,8.19,1000.4,7.98,170.88,-17.125,169.38,-0.076965,0.98163,0.07782,-0.15613,20.75,-5.5625,54.688,-2.69,-1.71,-9.19,0.0011111,-0.0022222,-0.0022222,0,0,0,0
152.82,1000.8,7.41,993.82,8.19,1000.4,7.98,170.88,-17.125,169.38,-0.076965,0.98163,0.07782,-0.15613,20.75,-5.5625,54.688,-2.69,-1.7,-9.17,0.0022222,0.00083333,0.0011111,0,0,0,0
152.83,1000.8,7.41,993.72,8.19,1000.5,7.98,170.88,-17.125,169.38,-0.076965,0.98163,0.07782,-0.15613,20.5,-5.1875,54.688,-2.69,-1.71,-9.17,0.0011111,-0.0022222,-0.0022222,0,0,0,0
152.84,1000.8,7.41,994.22,8.19,1000.5,7.98,170.88,-17.125,169.38,-0.076965,0.98163,0.07782,-0.15613,20.5,-5.1875,54.688,-2.68,-1.7,-9.18,0.0011111,0.0011111,0.0011111,0,0,0,0
152.85,1000.8,7.41,994.02,8.19,1000.5,7.98,170.88,-17.125,169.38,-0.076965,0.98163,0.07782,-0.15613,20.5,-5.1875,54.688,-2.69,-1.7,-9.19,0.0011111,-0.0022222,-0.0022222,0,0,0,0
152.86,1000.7,7.41,993.72,8.19,1000.5,7.98,170.88,-17.125,169.38,-0.076965,0.98163,0.07782,-0.15613,20.5,-5.1875,54.688,-2.69,-1.71,-9.19,0,1.6196e-39,0,0,0,0,0
152.87,1000.7,7.41,994.02,8.19,1000.5,7.98,170.88,-17.125,169.38,-0.076965,0.98163,0.07782,-0.15613,20.5,-5.1875,54.688,-2.68,-1.72,-9.22,0,0,0,0,0,0,0
152.88,1000.8,7.41,994.42,8.19,1000.5,7.98,170.88,-17.125,169.38,-0.076965,0.98163,0.07782,-0.15613,18.562,-5.5625,54.25,-2.67,-1.7,-9.2,-0.0022222,1.6196e-39,0,0,0,0,0
152.89,1000.7,7.41,993.12,8.19,1000.4,7.98,170.88,-17.125,169.38,-0.076965,0.98163,0.07782,-0.15613,18.562,-5.5625,54.25,-2.68,-1.69,-9.17,0.0022222,-0.0019531,-0.0022222,0,0,0,0
152.9,1000.7,7.41,993.52,8.19,1000.5,7.98,170.88,-17.125,169.38,-0.076965,0.98163,0.07782,-0.15613,18.562,-5.5625,54.25,-2.68,-1.71,-9.22,0,0.00055556,0.0011111,0,0,0,0
152.91,1000.8,7.41,993.42,8.19,1000.4,7.98,170.88,-17.125,169.38,-0.076965,0.98163,0.07782,-0.15613,18.562,-5.5625,54.25,-2.69,-1.72,-9.18,0.0011111,0.0011111,0.0011111,0,0,0,0
152.92,1000.8,7.41,994.02,8.19,1000.4,7.98,170.88,-17.125,169.38,-0.076965,0.98163,0.07782,-0.15613,18.562,-5.5625,54.25,-2.69,-1.71,-9.21,-0.0011111,8.3068e-39,0,0,0,0,0
152.93,1000.7,7.41,993.62,8.19,1000.4,7.98,170.88,-17.125,169.38,-0.076965,0.98163,0.07782,-0.15613,18.562,-5.1875,55.062,-2.69,-1.71,-9.22,0.0022222,1.3375e-38,0,0,0,0,0
